Date,Open,High,Low,Close,Adj Close,Volume
30-05-2011,5.938,6.3,5.676,6.026,6.026,60079500
06-06-2011,6.02,6.026,5.404,5.572,5.572,42094500
13-06-2011,5.614,5.94,5.148,5.3,5.3,40940000
20-06-2011,5.258,5.65,5.1,5.514,5.514,46439500
27-06-2011,5.546,5.92,5.462,5.804,5.804,29810000
04-07-2011,5.804,6,5.71,5.762,5.762,22457000
11-07-2011,5.68,5.818,5.45,5.516,5.516,24776000
18-07-2011,5.468,6.088,5.326,5.858,5.858,32606500
25-07-2011,5.802,5.85,5.5,5.634,5.634,21396500
01-08-2011,5.734,5.84,4.566,4.848,4.848,47688500
08-08-2011,4.62,5.428,4.62,5.262,5.262,36758500
15-08-2011,5.324,5.35,4.4,4.46,4.46,21759500
22-08-2011,4.622,4.79,4.3,4.746,4.746,19905000
29-08-2011,4.844,5.1,4.536,4.614,4.614,18057000
05-09-2011,4.5,4.806,4.458,4.594,4.594,12220000
12-09-2011,4.5,5.168,4.49,5.16,5.16,20518000
19-09-2011,4.99,5.39,4.764,5.276,5.276,26288000
26-09-2011,5.304,5.398,4.698,4.878,4.878,22991500
03-10-2011,4.99,5.52,4.586,5.398,5.398,32668500
10-10-2011,5.462,5.71,5.4,5.61,5.61,25333000
17-10-2011,5.572,5.686,5.342,5.606,5.606,23447000
24-10-2011,5.574,6,5.48,5.974,5.974,21194500
31-10-2011,5.9,6.498,5.6,6.462,6.462,40935500
07-11-2011,6.328,6.9,6.06,6.728,6.728,40017500
14-11-2011,6.6,7,6.508,6.52,6.52,31510000
21-11-2011,6.488,6.558,6.21,6.332,6.332,12278000
28-11-2011,6.4,6.798,6.326,6.66,6.66,19328000
05-12-2011,6.706,7,5.922,6.208,6.208,36657500
12-12-2011,6.088,6.186,5.596,5.6,5.6,23233500
19-12-2011,5.618,5.7,5.206,5.58,5.58,25683000
26-12-2011,5.532,5.868,5.528,5.712,5.712,10903500
02-01-2012,5.788,5.9,5.282,5.382,5.382,17750000
09-01-2012,5.4,5.724,4.528,4.558,4.558,42354000
16-01-2012,5.324,5.548,5.25,5.32,5.32,39102000
23-01-2012,5.362,5.944,5.288,5.866,5.866,20416500
30-01-2012,5.898,6.266,5.706,6.23,6.23,18894000
06-02-2012,6.22,6.58,5.968,6.22,6.22,27243500
13-02-2012,6.31,6.994,6.18,6.994,6.994,46634500
20-02-2012,6.974,6.994,6.5,6.75,6.75,22853500
27-02-2012,6.682,6.9,6.6,6.808,6.808,15037000
05-03-2012,6.87,7.062,6.524,6.948,6.948,17962000
12-03-2012,6.938,7.318,6.92,7.064,7.064,25586500
19-03-2012,7.052,7.064,6.63,6.816,6.816,19414000
26-03-2012,7.118,7.99,7.008,7.448,7.448,41587500
02-04-2012,7.466,7.694,6.882,6.896,6.896,40589500
09-04-2012,6.82,6.896,6.402,6.718,6.718,31462000
16-04-2012,6.682,6.746,6.306,6.632,6.632,23174500
23-04-2012,6.572,6.726,6.2,6.668,6.668,16469000
30-04-2012,6.654,6.878,6.28,6.366,6.366,18295000
07-05-2012,6.392,6.936,5.874,6.45,6.45,64903500
14-05-2012,6.384,6.426,5.366,5.512,5.512,34946000
21-05-2012,5.516,6.268,5.424,5.962,5.962,34472000
28-05-2012,6.002,6.386,5.552,5.63,5.63,24808500
04-06-2012,5.606,6.038,5.422,6.016,6.016,19724500
11-06-2012,6.062,6.2,5.724,5.982,5.982,17840500
18-06-2012,5.988,6.9,5.9,6.758,6.758,52644000
25-06-2012,6.788,6.824,6.124,6.258,6.258,35997500
02-07-2012,6.27,6.36,6.038,6.198,6.198,21504500
09-07-2012,6.188,6.88,6.134,6.85,6.85,23690000
16-07-2012,6.864,7.2,6.212,6.358,6.358,50998000
23-07-2012,6.21,6.26,5.528,5.902,5.902,48323000
30-07-2012,5.902,6.05,5.104,5.454,5.454,38736000
06-08-2012,5.51,6.18,5.51,5.988,5.988,33021500
13-08-2012,5.938,6.26,5.762,6.002,6.002,16830500
20-08-2012,6.03,6.17,5.8,5.9,5.9,28083000
27-08-2012,5.914,5.94,5.6,5.704,5.704,23941000
03-09-2012,5.704,5.914,5.562,5.87,5.87,15933500
10-09-2012,5.84,6.13,5.46,6.078,6.078,33323500
17-09-2012,6.47,6.556,5.908,6.004,6.004,44161000
24-09-2012,5.902,6.206,5.496,5.856,5.856,73057500
01-10-2012,5.9,6.02,5.73,5.778,5.778,25730500
08-10-2012,5.772,5.88,5.5,5.528,5.528,20122500
15-10-2012,5.604,5.798,5.372,5.548,5.548,21922000
22-10-2012,5.598,5.712,5.404,5.476,5.476,16453500
29-10-2012,5.54,5.91,5.474,5.784,5.784,14148000
05-11-2012,5.96,6.41,5.866,6.064,6.064,41122000
12-11-2012,6.058,6.424,6.032,6.368,6.368,21591000
19-11-2012,6.414,6.694,6.34,6.426,6.426,18542000
26-11-2012,6.42,6.858,6.304,6.764,6.764,27277500
03-12-2012,6.778,7,6.7,6.834,6.834,26676500
10-12-2012,6.886,7.16,6.55,6.762,6.762,38702500
17-12-2012,6.754,7.052,6.716,6.8,6.8,30456000
24-12-2012,6.728,6.9,6.6,6.644,6.644,9762000
31-12-2012,6.6,7.09,6.6,6.88,6.88,16028500
07-01-2013,6.96,6.96,6.422,6.582,6.582,24548500
14-01-2013,6.616,6.97,6.57,6.904,6.904,44596500
21-01-2013,6.912,7.544,6.852,7.396,7.396,33713500
28-01-2013,7.372,7.742,7.372,7.66,7.66,31913500
04-02-2013,7.68,8,7.518,7.848,7.848,33339000
11-02-2013,7.596,7.83,7.39,7.408,7.408,47513500
